cable,totally,battery,delivery,not,jog,detail,short,ever,expect,charge,use,quality,amaze,excellent,awesome,shoe,time,perfectly,full,nicely,product,can,phone,fast,best,packaging,purchase,hz,display,great,love,amazing,life,laptop,buy,worth,expensive,bit,check,work,good,fit,god,comfortable,wow,believe,arrive,much,happy,honest,oh,fine
2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,1.466337068793427,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,0.6190392084062235,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,1.8718021769015913,1.8718021769015913,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367
